0,1,2,3,4,5,6,7,8,9,10
39143,0,0,1,4,6,15,17,11,11.153510659906923,7.109486532335043
39145,10,19,23,20,34,29,30,27,26.404831083877333,24.832161437011766
39147,4,6,2,2,5,9,4,8,6.6567108130583446,6.982669021647898
39149,1,1,2,4,4,2,7,6,6.2240389185618845,5.970765944866363
39151,3,5,4,0,26,34,39,68,63.427937845180395,73.30357468404003
39153,18,16,8,15,33,28,28,42,32.84933849048878,33.45336692163685
39155,10,13,14,25,32,39,43,41,48.84962534257471,45.82072452819431
39157,3,0,1,1,7,5,4,9,7.692182225890236,7.668466635490338
39159,2,5,2,2,4,5,8,7,7.059692961824558,10.516511538097571
39161,0,4,2,1,5,1,2,4,0.10468333411472092,0.0
39163,1,0,1,6,5,8,14,0,8.421402553564048,6.414331008537826
39165,8,14,13,15,16,28,26,29,32.12524180140725,30.017628315324128
39167,9,2,3,6,11,9,25,10,5.371467063143514,4.998855657606667
39169,3,5,5,15,10,14,15,18,11.616691978263367,9.739802565560414
39171,0,0,0,1,0,0,0,0,0.006360914582756146,0.0
39173,2,9,7,7,17,7,8,6,6.8415269859497165,5.603235512191016
39175,0,0,0,2,1,3,5,5,3.4872455887313354,3.091530898670303
